booksmith-ai	booksmith-ai	validate:latex-integrity	node scripts/validate-latex-integrity.mjs
booksmith-ai	booksmith-ai	validate:latex-integrity:fhqcm	node scripts/validate-latex-integrity.mjs fhqcm
booksmith-ai	booksmith-ai	validate:library	node scripts/validate-library.mjs
booksmith-ai	booksmith-ai	validate:library:v2	node scripts/validate-library-v2.mjs
booksmith-ai	booksmith-ai	zip:latest	bash scripts/booksmith-export-latest-zip.sh
booksmith-ai	booksmith-ai	zip:latest:fhqcm	bash scripts/booksmith-export-latest-zip.sh fhqcm
c-848263	c-848263	build	vite build
c-848263	c-848263	build:dev	vite build --mode development
c-848263	c-848263	dev	vite
c-848263	c-848263	lint	eslint .
c-848263	c-848263	preview	vite preview
capital-city-provisions	capital-city-provisions	build	next build --webpack
capital-city-provisions	capital-city-provisions	dev	next dev --webpack
capital-city-provisions	capital-city-provisions	license:audit	node scripts/audit-open-source-licenses.mjs
capital-city-provisions	capital-city-provisions	lint	eslint .
capital-city-provisions	capital-city-provisions	start	next start
capital-city-provisions	capital-city-provisions	typecheck	tsc --noEmit --incremental false
capital-city-provisions	capital-city-provisions	vercel-build	next build --webpack
capital-city-provisions	capital-city-provisions	verify	npm run typecheck && npm run lint && npm run license:audit && npm run build
repo	module	command	value
repo-brainstorm-backend-forge	repo-brainstorm-backend-forge	build	vite build
repo-brainstorm-backend-forge	repo-brainstorm-backend-forge	build:dev	vite build --mode development
repo-brainstorm-backend-forge	repo-brainstorm-backend-forge	dev	vite
repo-brainstorm-backend-forge	repo-brainstorm-backend-forge	lint	eslint .
repo-brainstorm-backend-forge	repo-brainstorm-backend-forge	preview	vite preview
tastycutz	tastycutz	build	next build --webpack
tastycutz	tastycutz	dev	next dev --webpack
tastycutz	tastycutz	knowledge:index	node scripts/build-local-knowledge-index.mjs
tastycutz	tastycutz	lint	eslint .
tastycutz	tastycutz	start	next start
tastycutz	tastycutz	test	tsx --test tests/*.test.ts
tastycutz	tastycutz	test:e2e	playwright test
tastycutz	tastycutz	typecheck	npm run typegen && tsc --noEmit
tastycutz	tastycutz	typegen	next typegen
tastycutz	tastycutz	verify	npm run typecheck && npm run lint && npm run test && npm run build
